ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0036296	GO:0036296	response to increased oxygen levels	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	BNIP3/SLC7A5	2
GO:0042133	GO:0042133	neurotransmitter metabolic process	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	MOXD1/ACHE	2
GO:0045940	GO:0045940	positive regulation of steroid metabolic process	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	DAB2/BMP6	2
GO:0048668	GO:0048668	collateral sprouting	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	SEMA4D/EPHA7	2
GO:0062149	GO:0062149	detection of stimulus involved in sensory perception of pain	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	FYN/ASIC3	2
GO:0070861	GO:0070861	regulation of protein exit from endoplasmic reticulum	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	INSIG1/SORL1	2
GO:0071467	GO:0071467	cellular response to pH	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	ASIC1/SCNN1D	2
GO:2000108	GO:2000108	positive regulation of leukocyte apoptotic process	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	P2RX7/WNT5A	2
GO:2000737	GO:2000737	negative regulation of stem cell differentiation	2/916	27/18614	0.386269309461458	0.800193564113794	0.720785170085686	HES1/NOTCH1	2
GO:0032615	GO:0032615	interleukin-12 production	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	SYK/TLR4/ISL1/AGER	4
GO:0032655	GO:0032655	regulation of interleukin-12 production	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	SYK/TLR4/ISL1/AGER	4
GO:0033059	GO:0033059	cellular pigmentation	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	ANKRD27/RAB17/SHROOM2/AP1S3	4
GO:0044458	GO:0044458	motile cilium assembly	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	CEP131/SPEF2/CFAP43/MNS1	4
GO:0048524	GO:0048524	positive regulation of viral process	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	TOP2A/ADARB1/TMEM250/NOTCH1	4
GO:0051445	GO:0051445	regulation of meiotic cell cycle	4/916	64/18614	0.38705892544078	0.800193564113794	0.720785170085686	TRIP13/RPS6KA2/CDC25C/WNT5A	4
GO:0032392	GO:0032392	DNA geometric change	5/916	83/18614	0.388053566258853	0.800193564113794	0.720785170085686	NAV2/BRIP1/TOP2A/HMGB2/DDX12P	5
GO:0052548	GO:0052548	regulation of endopeptidase activity	18/916	336/18614	0.389645243817304	0.800193564113794	0.720785170085686	MICAL1/GRIN2B/SYK/FYN/SERPINF1/BBC3/NR4A1/EPHA7/CTSH/PSMB8/TNFAIP8/ACER2/EGLN3/SORL1/SLC1A1/BIRC7/AGER/SPOCK1	18
GO:0046034	GO:0046034	ATP metabolic process	12/916	219/18614	0.39323524350138	0.800193564113794	0.720785170085686	CBFA2T3/AK4/LDHA/PRKAA2/PFKL/HDAC4/PKLR/ATP1B1/ALDOC/OGDHL/P2RX7/IGF1	12
GO:0007160	GO:0007160	cell-matrix adhesion	13/916	239/18614	0.395811288517856	0.800193564113794	0.720785170085686	SORBS1/ITGA9/PTPRK/PTPRJ/ONECUT1/STON1/CORO2B/LYPD3/JAM3/ACER2/ITGA7/ACTN2/ITGB4	13
GO:0050670	GO:0050670	regulation of lymphocyte proliferation	13/916	239/18614	0.395811288517856	0.800193564113794	0.720785170085686	SYK/TLR4/HES1/TNFRSF13C/IGFBP2/ERBB2/VAV3/CTLA4/GPAM/FCGR2B/TNFRSF21/IGF1/AGER	13
GO:1901990	GO:1901990	regulation of mitotic cell cycle phase transition	19/916	357/18614	0.3959006906753	0.800193564113794	0.720785170085686	CDK5RAP2/CENPF/TRIP13/CCND1/E2F7/AURKB/TERT/HASPIN/ARID1B/CDK2/TICRR/BRCA1/STOX1/CDT1/ESPL1/CDC25C/CDKN1C/CACNB4/HUS1B	19
GO:0031297	GO:0031297	replication fork processing	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	EME1/BRCA1/MMS22L	3
GO:0035305	GO:0035305	negative regulation of dephosphorylation	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	PPP1R26/SEMA4D/TGFB2	3
GO:0045910	GO:0045910	negative regulation of DNA recombination	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	H1-4/H1-5/H1-2	3
GO:0046427	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	HES1/NOTCH1/ERBB4	3
GO:0071827	GO:0071827	plasma lipoprotein particle organization	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	ACSL3/SCARB1/APOC1	3
GO:0072583	GO:0072583	clathrin-dependent endocytosis	3/916	46/18614	0.396121514451225	0.800193564113794	0.720785170085686	STON2/DAB2/STON1	3
GO:0051147	GO:0051147	regulation of muscle cell differentiation	9/916	161/18614	0.396300949110394	0.800193564113794	0.720785170085686	MEGF10/ATP11A/CYP26B1/TRIM32/PROX1/HDAC4/NOTCH1/IGF1/MAMSTR	9
GO:0000050	GO:0000050	urea cycle	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CEBPA	1
GO:0000098	GO:0000098	sulfur amino acid catabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CBS	1
GO:0001514	GO:0001514	selenocysteine incorporation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	C6orf52	1
GO:0001820	GO:0001820	serotonin secretion	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SYK	1
GO:0001865	GO:0001865	NK T cell differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TOX	1
GO:0002361	GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TOX	1
GO:0002934	GO:0002934	desmosome organization	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PRKCA	1
GO:0003056	GO:0003056	regulation of vascular associated smooth muscle contraction	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CHRM3	1
GO:0003093	GO:0003093	regulation of glomerular filtration	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CORO2B	1
GO:0003129	GO:0003129	heart induction	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	WNT5A	1
GO:0003211	GO:0003211	cardiac ventricle formation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NOTCH1	1
GO:0003330	GO:0003330	regulation of extracellular matrix constituent secretion	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NOTCH1	1
GO:0006086	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PDK1	1
GO:0006104	GO:0006104	succinyl-CoA metabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NUDT7	1
GO:0006222	GO:0006222	UMP biosynthetic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	UCK1	1
GO:0006451	GO:0006451	translational readthrough	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	C6orf52	1
GO:0007028	GO:0007028	cytoplasm organization	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ZMIZ1	1
GO:0008300	GO:0008300	isoprenoid catabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CYP26B1	1
GO:0009113	GO:0009113	purine nucleobase biosynthetic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SHMT1	1
GO:0009155	GO:0009155	purine deoxyribonucleotide catabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NUDT18	1
GO:0009170	GO:0009170	purine deoxyribonucleoside monophosphate metabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	DCK	1
GO:0010572	GO:0010572	positive regulation of platelet activation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TLR4	1
GO:0010887	GO:0010887	negative regulation of cholesterol storage	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TTC39B	1
GO:0014012	GO:0014012	peripheral nervous system axon regeneration	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NEFL	1
GO:0014848	GO:0014848	urinary tract smooth muscle contraction	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PLA2G6	1
GO:0014866	GO:0014866	skeletal myofibril assembly	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PROX1	1
GO:0018242	GO:0018242	protein O-linked glycosylation via serine	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	MGAT5B	1
GO:0018243	GO:0018243	protein O-linked glycosylation via threonine	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	GALNTL6	1
GO:0018401	GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	EGLN3	1
GO:0019062	GO:0019062	virion attachment to host cell	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	DPP4	1
GO:0030223	GO:0030223	neutrophil differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	FASN	1
GO:0031642	GO:0031642	negative regulation of myelination	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TNFRSF21	1
GO:0033085	GO:0033085	negative regulation of T cell differentiation in thymus	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ERBB2	1
GO:0033197	GO:0033197	response to vitamin E	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CCND1	1
GO:0033210	GO:0033210	leptin-mediated signaling pathway	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	UGCG	1
GO:0034651	GO:0034651	cortisol biosynthetic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CACNA1H	1
GO:0035646	GO:0035646	endosome to melanosome transport	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ANKRD27	1
GO:0036093	GO:0036093	germ cell proliferation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	FANCA	1
GO:0042048	GO:0042048	olfactory behavior	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SHANK1	1
GO:0042135	GO:0042135	neurotransmitter catabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ACHE	1
GO:0042363	GO:0042363	fat-soluble vitamin catabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CYP26B1	1
GO:0043485	GO:0043485	endosome to pigment granule transport	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ANKRD27	1
GO:0043970	GO:0043970	histone H3-K9 acetylation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	BRCA1	1
GO:0044557	GO:0044557	relaxation of smooth muscle	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SLC8A1	1
GO:0045050	GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	EMC10	1
GO:0045657	GO:0045657	positive regulation of monocyte differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CTNNBIP1	1
GO:0045793	GO:0045793	positive regulation of cell size	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PRR16	1
GO:0048664	GO:0048664	neuron fate determination	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PROX1	1
GO:0048671	GO:0048671	negative regulation of collateral sprouting	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	EPHA7	1
GO:0048672	GO:0048672	positive regulation of collateral sprouting	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SEMA4D	1
GO:0048757	GO:0048757	pigment granule maturation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ANKRD27	1
GO:0051081	GO:0051081	nuclear membrane disassembly	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PRKCA	1
GO:0051409	GO:0051409	response to nitrosative stress	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	STOX1	1
GO:0051974	GO:0051974	negative regulation of telomerase activity	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CERS1	1
GO:0055015	GO:0055015	ventricular cardiac muscle cell development	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PROX1	1
GO:0060245	GO:0060245	detection of cell density	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PTPRJ	1
GO:0060368	GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PTPRJ	1
GO:0060856	GO:0060856	establishment of blood-brain barrier	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ADGRA2	1
GO:0060920	GO:0060920	cardiac pacemaker cell differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ISL1	1
GO:0060947	GO:0060947	cardiac vascular smooth muscle cell differentiation	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NOTCH1	1
GO:0070099	GO:0070099	regulation of chemokine-mediated signaling pathway	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SH2B3	1
GO:0070391	GO:0070391	response to lipoteichoic acid	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TLR4	1
GO:0070862	GO:0070862	negative regulation of protein exit from endoplasmic reticulum	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	INSIG1	1
GO:0070874	GO:0070874	negative regulation of glycogen metabolic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PASK	1
GO:0071073	GO:0071073	positive regulation of phospholipid biosynthetic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ACSL3	1
GO:0071169	GO:0071169	establishment of protein localization to chromatin	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	H1-5	1
GO:0071223	GO:0071223	cellular response to lipoteichoic acid	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	TLR4	1
GO:0090281	GO:0090281	negative regulation of calcium ion import	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	HES1	1
GO:0090394	GO:0090394	negative regulation of excitatory postsynaptic potential	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CBLN1	1
GO:0098903	GO:0098903	regulation of membrane repolarization during action potential	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CACNB3	1
GO:0098976	GO:0098976	excitatory chemical synaptic transmission	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	GRIN2B	1
GO:1901620	GO:1901620	regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	GPR161	1
GO:1901725	GO:1901725	regulation of histone deacetylase activity	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	PRMT6	1
GO:1902412	GO:1902412	regulation of mitotic cytokinesis	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	AURKB	1
GO:1902513	GO:1902513	regulation of organelle transport along microtubule	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CNIH2	1
GO:1902645	GO:1902645	tertiary alcohol biosynthetic process	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CACNA1H	1
GO:1903365	GO:1903365	regulation of fear response	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	NPAS2	1
GO:1903959	GO:1903959	regulation of anion transmembrane transport	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	ABCB1	1
GO:1904779	GO:1904779	regulation of protein localization to centrosome	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CEP72	1
GO:1905918	GO:1905918	regulation of CoA-transferase activity	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	CHRNA7	1
GO:1990034	GO:1990034	calcium ion export across plasma membrane	1/916	10/18614	0.396342707061683	0.800193564113794	0.720785170085686	SLC24A4	1
GO:0010906	GO:0010906	regulation of glucose metabolic process	6/916	103/18614	0.396364980358808	0.800193564113794	0.720785170085686	SORBS1/RORA/ERFE/PDK1/C1QTNF3/IGF1	6
GO:0019233	GO:0019233	sensory perception of pain	6/916	103/18614	0.396364980358808	0.800193564113794	0.720785170085686	FYN/EDNRB/P2RY1/P2RX7/ASIC3/KCNA2	6
GO:0045639	GO:0045639	positive regulation of myeloid cell differentiation	6/916	103/18614	0.396364980358808	0.800193564113794	0.720785170085686	POU4F1/HMGB2/MTURN/PRKCA/FAM210B/CTNNBIP1	6
GO:0002696	GO:0002696	positive regulation of leukocyte activation	20/916	377/18614	0.397132643883736	0.801422263728532	0.72189193787352	SYK/TLR4/PIK3R6/FYN/HES1/ARID1B/TNFRSF13C/IGFBP2/DPP4/VAV3/SHB/GPAM/RASGRP1/CEBPA/EFNB3/WNT5A/IGF1/ZMIZ1/AGER/TOX	20
GO:0006094	GO:0006094	gluconeogenesis	5/916	84/18614	0.397920862342695	0.801909126319649	0.722330485933994	PER2/ERFE/SLC25A10/C1QTNF3/ALDOC	5
GO:0001947	GO:0001947	heart looping	4/916	65/18614	0.39832874442907	0.801909126319649	0.722330485933994	FOXN4/NOTCH1/MICAL2/WNT5A	4
GO:0010324	GO:0010324	membrane invagination	4/916	65/18614	0.39832874442907	0.801909126319649	0.722330485933994	MEGF10/AURKB/FCGR2B/RAC3	4
GO:0010972	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	4/916	65/18614	0.39832874442907	0.801909126319649	0.722330485933994	AURKB/TICRR/BRCA1/HUS1B	4
GO:0031663	GO:0031663	lipopolysaccharide-mediated signaling pathway	4/916	65/18614	0.39832874442907	0.801909126319649	0.722330485933994	TLR4/SCARB1/PRKCA/BMP6	4
GO:0051339	GO:0051339	regulation of lyase activity	4/916	65/18614	0.39832874442907	0.801909126319649	0.722330485933994	EDNRB/GNG7/P2RY11/PALM	4
GO:0007601	GO:0007601	visual perception	12/916	220/18614	0.399283302853894	0.803348416981888	0.723626946454686	RORB/PRCD/LAMC3/SPATA7/KCNJ10/OPN5/TRPM1/RGS9/PDE6B/RGS9BP/RLBP1/CACNB4	12
GO:2001056	GO:2001056	positive regulation of cysteine-type endopeptidase activity	8/916	142/18614	0.39936252918032	0.803348416981888	0.723626946454686	GRIN2B/SYK/FYN/BBC3/CTSH/ACER2/EGLN3/SLC1A1	8
GO:0098727	GO:0098727	maintenance of cell number	10/916	181/18614	0.399912271693647	0.803476360067652	0.723742192918753	TET1/FANCD2/PROX1/HES1/EOMES/FANCC/NOTCH1/LDB2/IGF1/HESX1	10
GO:0002761	GO:0002761	regulation of myeloid leukocyte differentiation	7/916	123/18614	0.402372244358468	0.803476360067652	0.723742192918753	CAMK4/TLR4/POU4F1/CEACAM1/PRKCA/CTNNBIP1/IRF7	7
GO:0006805	GO:0006805	xenobiotic metabolic process	7/916	123/18614	0.402372244358468	0.803476360067652	0.723742192918753	RORA/CYP26B1/CMBL/ABCB1/SLC28A3/SLCO1B1/CYP2D7	7
GO:0001702	GO:0001702	gastrulation with mouth forming second	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	ACVR2B/WNT5A	2
GO:0002418	GO:0002418	immune response to tumor cell	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	PVR/CEACAM1	2
GO:0003401	GO:0003401	axis elongation	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	NKD1/WNT5A	2
GO:0006829	GO:0006829	zinc ion transport	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	TMEM163/SLC1A1	2
GO:0007141	GO:0007141	male meiosis I	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	TRIP13/REC8	2
GO:0007214	GO:0007214	gamma-aminobutyric acid signaling pathway	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	GABRA5/CACNB4	2
GO:0010894	GO:0010894	negative regulation of steroid biosynthetic process	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	INSIG1/PROX1	2
GO:0014072	GO:0014072	response to isoquinoline alkaloid	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	SRR/SLC1A1	2
GO:0016540	GO:0016540	protein autoprocessing	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	CTSL/ASRGL1	2
GO:0021680	GO:0021680	cerebellar Purkinje cell layer development	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	RORA/SPTBN2	2
GO:0022011	GO:0022011	myelination in peripheral nervous system	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	POU3F1/ITGB4	2
GO:0031664	GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	PRKCA/BMP6	2
GO:0032292	GO:0032292	peripheral nervous system axon ensheathment	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	POU3F1/ITGB4	2
GO:0035116	GO:0035116	embryonic hindlimb morphogenesis	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	AFF3/NOTCH1	2
GO:0036037	GO:0036037	CD8-positive, alpha-beta T cell activation	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	EOMES/TOX	2
GO:0042059	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	PTPRJ/DAB2IP	2
GO:0042398	GO:0042398	cellular modified amino acid biosynthetic process	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	CKB/GATM	2
GO:0043278	GO:0043278	response to morphine	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	SRR/SLC1A1	2
GO:0043949	GO:0043949	regulation of cAMP-mediated signaling	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	RASD2/LPAR1	2
GO:0045686	GO:0045686	negative regulation of glial cell differentiation	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	HES1/NOTCH1	2
GO:0046337	GO:0046337	phosphatidylethanolamine metabolic process	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	PLB1/PLA2G6	2
GO:0050951	GO:0050951	sensory perception of temperature stimulus	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	GRIK2/ASIC3	2
GO:0051647	GO:0051647	nucleus localization	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	CLMN/NTN1	2
GO:0070199	GO:0070199	establishment of protein localization to chromosome	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	TERT/H1-5	2
GO:0070723	GO:0070723	response to cholesterol	2/916	28/18614	0.403890775957802	0.803476360067652	0.723742192918753	TGFBR1/GRAMD1A	2
GO:0034968	GO:0034968	histone lysine methylation	6/916	104/18614	0.405237504469	0.805837326369097	0.725868865230893	H1-4/H1-5/MLLT6/BRCA1/H1-2/DOT1L	6
GO:0010660	GO:0010660	regulation of muscle cell apoptotic process	5/916	85/18614	0.40777215668626	0.80590863307741	0.725933095712347	BNIP3/SLC7A5/LYPD3/IGF1/LTK	5
GO:0031397	GO:0031397	negative regulation of protein ubiquitination	5/916	85/18614	0.40777215668626	0.80590863307741	0.725933095712347	MINAR1/PER2/FYN/RPL37/IVNS1ABP	5
GO:0002861	GO:0002861	regulation of inflammatory response to antigenic stimulus	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	SYK/FYN/FCGR2B	3
GO:0010824	GO:0010824	regulation of centrosome duplication	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	CDK5RAP2/CEP131/BRCA1	3
GO:0051972	GO:0051972	regulation of telomerase activity	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	AURKB/CERS1/PKIB	3
GO:0098927	GO:0098927	vesicle-mediated transport between endosomal compartments	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	DAB2/ANKRD27/SORL1	3
GO:1900271	GO:1900271	regulation of long-term synaptic potentiation	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	CHRNA7/ADCY1/AGER	3
GO:1901385	GO:1901385	regulation of voltage-gated calcium channel activity	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	CACNB1/CACNB3/CACNB4	3
GO:1901985	GO:1901985	positive regulation of protein acetylation	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	PRKAA2/BRCA1/ISL1	3
GO:1905314	GO:1905314	semi-lunar valve development	3/916	47/18614	0.409530951273018	0.80590863307741	0.725933095712347	TGFB2/NOTCH1/SMAD6	3
GO:0060760	GO:0060760	positive regulation of response to cytokine stimulus	4/916	66/18614	0.409562961765603	0.80590863307741	0.725933095712347	TRIM32/TLR4/IRF7/WNT5A	4
GO:1902017	GO:1902017	regulation of cilium assembly	4/916	66/18614	0.409562961765603	0.80590863307741	0.725933095712347	CROCC/ENTR1/ADAMTS16/MNS1	4
GO:2001259	GO:2001259	positive regulation of cation channel activity	4/916	66/18614	0.409562961765603	0.80590863307741	0.725933095712347	ANK3/ACTN2/CACNB3/CACNB4	4
GO:0021915	GO:0021915	neural tube development	9/916	163/18614	0.410450118264953	0.80590863307741	0.725933095712347	GPR161/PROX1/HES1/PLXNA2/TGFB2/NOTCH1/GBX2/WNT5A/GDF7	9
GO:0032411	GO:0032411	positive regulation of transporter activity	7/916	124/18614	0.410501572218294	0.80590863307741	0.725933095712347	ANK3/ABCB1/ATP1B1/ACTN2/CACNB3/SYNGR3/CACNB4	7
GO:0042129	GO:0042129	regulation of T cell proliferation	10/916	183/18614	0.413273996103564	0.80590863307741	0.725933095712347	SYK/HES1/TNFRSF13C/IGFBP2/ERBB2/CTLA4/GPAM/TNFRSF21/IGF1/AGER	10
GO:0043409	GO:0043409	negative regulation of MAPK cascade	10/916	183/18614	0.413273996103564	0.80590863307741	0.725933095712347	PTPRJ/DAB2/SEMA6A/TLR4/SH2B3/FBLN1/DAB2IP/P2RX7/SORL1/MECOM	10
GO:0006766	GO:0006766	vitamin metabolic process	6/916	105/18614	0.414099909246814	0.80590863307741	0.725933095712347	CYP26B1/SHMT1/SLC2A3/SLC19A1/PDXP/RLBP1	6
GO:0008306	GO:0008306	associative learning	5/916	86/18614	0.417601665729687	0.80590863307741	0.725933095712347	GABRA5/ASIC1/SLC1A1/SHANK1/SNAP25	5
GO:0015844	GO:0015844	monoamine transport	5/916	86/18614	0.417601665729687	0.80590863307741	0.725933095712347	SYK/ADRA2C/P2RY1/SLC29A4/KCNA2	5
GO:0021766	GO:0021766	hippocampus development	5/916	86/18614	0.417601665729687	0.80590863307741	0.725933095712347	NEFL/BCAN/PROX1/CDK5R1/CDK5R2	5
GO:0045069	GO:0045069	regulation of viral genome replication	5/916	86/18614	0.417601665729687	0.80590863307741	0.725933095712347	TOP2A/PROX1/ADARB1/NOTCH1/IFITM3	5
GO:1901879	GO:1901879	regulation of protein depolymerization	5/916	86/18614	0.417601665729687	0.80590863307741	0.725933095712347	PDXP/ADD2/SPTBN2/ACTN2/VILL	5
GO:0009620	GO:0009620	response to fungus	4/916	67/18614	0.420753454522712	0.80590863307741	0.725933095712347	SYK/TLR4/HTN1/GNLY	4
GO:0042446	GO:0042446	hormone biosynthetic process	4/916	67/18614	0.420753454522712	0.80590863307741	0.725933095712347	DAB2/BMP6/CHST9/CACNA1H	4
