Name	501mel_RepI	501mel_RepII	501mel_sg6_XLOC_d3_I	501mel_sg6_XLOC_d3_II	501mel_sg7_XLOC_d3_I	501mel_sg7_XLOC_d3_II	501mel_sg6_XLOC_d5_I	501mel_sg6_XLOC_d5_II	501mel_sg7_XLOC_d5_I	501mel_sg7_XLOC_d5_II
ENSG00000125122	1.10403	1.61707	3.52329	2.23111	2.98665	1.83513	3.20492	1.6449	2.09851	1.15856
ENSG00000270849	0	0	0	0	0	0	0	0	0	0
ENSG00000283058	0	0	0	0	0	0	0	0	0	0
ENSG00000228127	0	0	0	0	0	0	0	0	0	0
ENSG00000237107	0	0	0	0	0	0	0	0	0	0
ENSG00000250329	0.200054	0.171129	0.193167	0.383491	0.035874	0.09912	0.154991	0.321027	0.089028	0.454742
ENSG00000132801	0.770264	0.848467	1.54997	1.59528	1.07992	2.33229	1.54308	1.85299	1.626	1.95707
ENSG00000218643	0	0	0	0	0	0	0	0	0	0
ENSG00000249085	0.359401	0.188249	0.513736	0	0.154775	0	0	0	0.264616	0
ENSG00000221821	2.66693	1.55645	0.565762	0.381025	0	1.08817	0.793704	0.531733	1.20095	0.897256
ENSG00000169032	26.5107	29.6767	45.5261	34.9581	38.81	50.9531	42.414	32.5115	38.3963	30.004
ENSG00000229020	0	0	0.070798	0	0	0	0	0	0	0
ENSG00000287060	0	0	0	0	0	0	0	0	0	0
ENSG00000288010	0	0.049417	0	0.1611	0	0.03818	0	0	0.034303	0
ENSG00000171217	3.06813	2.94036	0.501383	0.316547	0.232127	0.171519	0.321794	0.607452	0.500982	0.267876
ENSG00000227609	0	0	0	0	0	0	0	0	0	0
ENSG00000251407	0	0	0	0	0	0	0	0	0	0
ENSG00000250081	0	0.31452	0.286676	0	0.768905	0.244746	0.228435	0.708737	0	0.898274
ENSG00000240521	0	0	0	0	0	0	0	0	0	0
ENSG00000167992	1.61244	2.2624	1.54139	1.40006	0.980854	2.28747	1.74781	1.01617	1.68195	0.706032
ENSG00000229988	0	0	0	0	0	0	0	0	0	0
ENSG00000169217	15.369	14.3232	19.4451	20.8109	15.4147	30.9929	19.6883	24.9667	25.0042	22.5417
ENSG00000112640	20.0678	20.945	23.1212	19.7251	25.2002	18.8926	23.9455	17.7379	24.8574	15.2855
ENSG00000259453	0.676991	2.04661	1.57666	1.33573	1.78514	1.26918	1.11561	0.703485	1.35741	0.394362
ENSG00000124733	43.4266	48.6721	38.0447	38.5977	37.5146	40.7741	37.5529	42.2619	37.1911	40.3181
ENSG00000044090	11.9413	11.8519	16.8815	15.9697	12.3901	17.9258	15.2559	13.4944	15.3572	11.5114
ENSG00000240637	0	0	0	0	0	0	0	0	0	0
ENSG00000205212	0	0	0	0	0	0	0	0	0	0
ENSG00000213752	0	0	0	0	0	0	0	0	0	0
ENSG00000137171	8.10682	8.41252	11.0945	10.3677	9.46062	13.428	11.2586	8.93998	8.29634	6.07799
ENSG00000218274	0.194231	0.498556	0	0.033855	0.034844	0	0.090302	0	0	0.120445
ENSG00000264522	13.6958	15.2613	14.8759	18.9702	15.8375	20.0313	16.3712	20.1378	16.1269	17.4743
ENSG00000285800	0	0	0	0	0	0	0	0	0	0
ENSG00000270231	12.212	16.3962	10.6126	14.264	10.2506	12.565	7.91002	11.3094	7.52416	9.00128
ENSG00000226558	0	0	0	0	0	0	0	0	0	0
ENSG00000225455	0	0	0	0	0	0	0	0	0	0
ENSG00000270292	0	0	0.04994	0.045043	0.092488	0	0	0	0	0
ENSG00000224220	0	0	0	0	0	0	0	0	0	0
ENSG00000228730	0	0	0	0	0	0	0	0	0	0
ENSG00000237886	0	0.103844	0.094125	0	0	0	0	0	0	0.30012
ENSG00000257169	4.8274	4.44961	3.78572	3.63899	1.20995	6.46085	4.09802	7.85951	2.7153	4.52142
ENSG00000224729	0.825871	0.273658	0.269228	0.175789	0.207944	0.478845	0.25074	0.215441	0.676452	0.240746
ENSG00000227313	0	0	0	0	0	0	0	0	0	0
ENSG00000270850	0	0	0	0	0	0	0	0.200675	0.250638	0
ENSG00000183239	1.02529	0.857979	0	0	1.05588	0.500211	0.469242	0.242994	0.150935	0
ENSG00000260131	0	0	0	0	0	0	0	0	0	0
ENSG00000197471	0.106884	0.008376	0	0	0.046978	0.023033	0	0.019428	0	0
ENSG00000137216	27.8756	31.5745	26.3871	32.3026	25.9727	22.462	30.5427	25.9831	30.8618	22.3874
ENSG00000227256	0	0	0.088995	0.080122	0.081639	0	0	0	0	0.094646
ENSG00000283453	0	0	0	0	0	0	0	0	0	0
ENSG00000157593	32.9847	34.7132	25.8882	25.4384	24.1754	21.2633	31.4186	25.163	28.7143	28.0447
ENSG00000287357	0	0	0	0	0	0.02006	0	0	0	0
ENSG00000121864	22.5802	26.3422	24.1315	30.474	26.514	28.9137	20.8323	32.353	25.0586	29.2919
ENSG00000277493	0	0	0	0	0	0	0	0	0	0
ENSG00000124608	17.5769	20.7428	13.8541	9.99226	10.8617	11.3623	12.0215	9.39915	10.8926	7.44052
ENSG00000189398	0.068659	0	0	0	0	0	0	0	0	0
ENSG00000251440	0	0	0	0	0	0	0	0	0	0
ENSG00000126062	9.84059	9.49352	13.3687	10.7706	11.9985	15.2715	11.7441	9.78083	12.1768	9.72989
ENSG00000233324	0	0	0	0	0	0	0	0	0	0
ENSG00000252391	0	0	0	0	0	0	0	0	0	0
ENSG00000268994	0	0	0	0	0	0	0	0	0	0
ENSG00000106392	20.6353	21.7388	19.0554	17.7219	14.593	18.0546	16.6699	21.1867	20.0456	19.8116
ENSG00000285884	0.08942	0	0	0.077279	0.078788	0	0	0.217298	0.198272	0
ENSG00000096401	16.0761	17.4107	13.3161	18.3164	11.5952	16.9656	16.9819	22.1791	17.2867	21.2775
ENSG00000213704	0	0	0	0	0	0	0	0	0	0
ENSG00000066739	5.40033	7.13317	9.60328	13.1277	8.5805	12.9425	7.30605	12.4176	9.85743	13.0669
ENSG00000248099	0	0	0	0	0	0	0	0	0	0
ENSG00000229349	0.021246	0	0	0	0	0	0	0.013193	0.01578	0
ENSG00000259365	0	0	0	0	0	0	0	0	0	0
ENSG00000260653	0	0	0.073006	0.065942	0.073415	0.09829	0.043943	0.035149	0.043841	0.136374
ENSG00000153291	5.17012	4.46286	0.838922	1.97125	1.7445	2.07303	0.771682	1.94004	1.22124	1.04801
ENSG00000277260	0	0	0	0	0	0	0	0	0	0
ENSG00000224829	0	0.238938	0	0	0.195892	0	0	0	0	0
ENSG00000235735	0	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0	0
ENSG00000187664	0.050366	0.230329	0.024398	0.066131	0	0.041731	0.147642	0	0.03743	0.03929
ENSG00000203520	0	0	0	0	0	0	0	0	0	0
ENSG00000236164	0	0	0	0	0	0	0	0	0	0
ENSG00000249219	0	0	0	0	0	0	0	0	0	0
ENSG00000199762	0	0	0	0	0	0	0	0	0	0
ENSG00000161203	105.476	109.072	212.379	183.998	185.9	246.975	215.009	149.644	202.036	149.95
ENSG00000185710	9.02101	5.65504	4.12237	12.3684	11.7115	6.97201	10.9509	4.91153	8.07099	3.46271
ENSG00000189334	0	0.067823	0	0	0	0.179765	0	0	0	0
ENSG00000127529	0	0	0	0	0	0.056958	0	0	0	0
ENSG00000201135	0	0	0	0	0	0	0	0	0	0
ENSG00000124818	6.00603	6.45045	1.83051	2.38759	2.33062	1.27392	2.02884	3.50371	2.67625	3.64949
ENSG00000265933	1.9231	1.23348	1.50558	2.83324	2.0482	1.72281	2.11616	1.80661	1.54087	2.59723
ENSG00000169221	13.0395	14.2945	18.5719	12.6557	16.7178	17.7357	14.8316	11.5991	15.3116	9.58592
ENSG00000278736	0	0	0	0	0	0	0	0	0	0
ENSG00000201684	0.450965	0	0	1.16555	0.382	1.47502	0.339288	0.795929	0.659142	0
ENSG00000271162	0	0	0	0	0	0	0	0	0	0
ENSG00000167377	2.35753	3.04507	0.807604	3.12413	1.04094	1.97891	1.62713	3.42036	1.95635	2.87239
ENSG00000235385	0	0	0.170438	0.188229	0.039527	0.255085	0.068374	0	0.160719	0.148448
ENSG00000031691	13.9557	16.1155	7.39882	8.65049	7.38361	7.77278	10.8473	13.46	11.7016	12.4027
ENSG00000095596	0.04171	0.098387	0	0	0.023031	0	0.032307	0.281959	0	0.026496
ENSG00000211855	0	0	0	0	0	0	0	0	0	0
ENSG00000154096	0.171024	1.309	0.147868	0.248184	0.200651	0.46694	0	0.019345	0.210791	0
ENSG00000238558	0	0	0	0	0	0	0	0	0	0
ENSG00000238131	0	0	0	0	0	0	0	0	0	0
ENSG00000174231	76.5729	91.1639	67.2156	87.9193	67.0861	79.7524	67.2865	82.1891	68.0083	69.5316
ENSG00000170950	0	0	0	0	0	0	0	0	0	0
ENSG00000283339	0	0	0	0	0	0	0	0	0	0
ENSG00000165704	17.1033	18.3435	22.6687	42.3573	29.6788	38.1056	21.9026	47.9792	26.1777	34.7769
ENSG00000163833	0	0	0	0	0	0	0	0	0.01417	0
ENSG00000254460	0.544469	1.42207	0	0	0	0	0.206958	0	0.200296	0.813229
ENSG00000216913	0	0	0	0	0	0	0	0	0	0
ENSG00000283605	0	0	0	0	0	0	0	0	0	0
ENSG00000238882	0	0	0	0	0	0	0	0	0	0
ENSG00000275646	0	0	0	0	0	0	0	0	0	0
ENSG00000237968	0	0	0	0	0	0	0	0	0	0
ENSG00000236778	3.71085	3.11925	2.33908	2.46716	1.95071	1.90871	1.67386	2.51179	1.66689	3.824
ENSG00000110786	0.024894	0	0.024082	0	0	0	0	0	0	0
ENSG00000165417	19.515	24.22	19.3413	21.1305	19.3659	21.9353	20.7495	22.0415	20.128	19.7938
ENSG00000264226	0	0	0	0	0	0	0	0	0	0
ENSG00000272927	0.196705	0.208074	0	0	0	0	0	0	0	0
ENSG00000228689	0	0	0	0	0	0	0	0	0	0
ENSG00000155070	0	0	0	0	0	0	0	0	0	0
ENSG00000227179	0	0	0	0	0.121523	0	0.035044	0	0	0
ENSG00000275011	0	0	0	0	0	0	0	0	0	0
ENSG00000260651	0.188322	0	0	0.16091	0	0	0.143795	0	0	0
ENSG00000112118	69.671	81.1877	44.4674	51.4765	43.5472	41.9533	46.3078	57.6255	47.8607	57.9698
ENSG00000232976	0	0	0	0	0	0	0	0	0	0
ENSG00000185477	1.67027	2.04109	0.05111	0.049496	0.112172	0.069056	0.121239	0.058642	0.088075	0.044677
ENSG00000130656	0	0.160015	0	0.130576	0	0	0.203719	0	0	0
ENSG00000197956	0	0	0	0	0	0	0	0	0	0
ENSG00000270382	0	0	0	0	0	0	0	0	0	0
ENSG00000237674	0	0	0	0	0	0	0	0	0	0
ENSG00000231610	0	0	0	0	0	0	0	0	0	0
ENSG00000244067	0	0	0	0	0	0	0	0	0	0
ENSG00000284876	0	0	0	0	0	0	0	0	0	0
ENSG00000270178	0	0	0.405128	0.365702	1.08081	0	0	0.250006	0	0
ENSG00000233196	0	0	0	0	0	0	0	0	0	0
ENSG00000230375	0	0	0	0	0	0	0	0	0	0
ENSG00000278964	0	0	0	0	0	0.066823	0	0.099065	0	0
ENSG00000171199	0	0	0	0	0	0	0	0.041093	0	0
ENSG00000227070	0	0	0	0.524671	0	0	0	0	0	0
ENSG00000242670	0	0	0	0	0	0	0	0	0	0
ENSG00000230845	0.281447	0	0	0	0	0	0	0	0	0
ENSG00000249690	0.026014	0.02789	0	0	0.023442	0.064555	0	0	0	0
ENSG00000112144	16.5909	16.5096	7.82993	9.95762	8.67483	9.37688	7.86936	9.30902	9.42903	9.11204
ENSG00000267634	0	0	0	0	0	0	0	0.059479	0	0
ENSG00000217527	2.51227	2.36229	0	2.14498	1.5021	1.42851	0.76482	1.18579	1.29399	1.25253
ENSG00000124614	877.134	737.937	477.445	479.74	413.238	329.629	528.306	564.695	495.462	577.212
ENSG00000270359	0	0	0	0	0	0	0	0	0	0
ENSG00000271218	0	0	0	0	0.175352	0	0	0	0	0
ENSG00000264907	0	0	0	0	0	0	0	0	0	0
ENSG00000227791	0	0	0	0	0	0	0	0	0	0
ENSG00000286516	0	0	0	0	0	0	0	0	0	0
ENSG00000184305	6.12848	7.30821	3.46818	3.03362	2.66171	3.44393	1.87004	4.21558	2.14198	2.89787
ENSG00000176155	15.9973	21.7034	16.8917	15.9247	16.9855	12.1371	15.2145	14.2239	14.6114	10.612
ENSG00000081051	0	0	0	0	0	0	0	0	0	0
ENSG00000198826	26.0699	26.8804	17.8229	20.5262	16.3062	18.4814	28.0978	26.8391	27.1805	26.2639
ENSG00000236740	0	0.300633	0	0	0	0	0	0.011173	0.013353	0
ENSG00000166260	24.3535	22.8566	16.5832	22.6178	15.7709	26.6906	18.9826	23.5392	20.8042	23.1134
ENSG00000241866	0	0	0	0	0	0	0	0	0	0
ENSG00000232527	1.70115	2.80753	0.550569	0.589489	0.590892	0.700743	1.04492	0.835992	0	0.690024
ENSG00000115380	0.020821	0	0	0	0	0	0	0	0	0
ENSG00000214562	0.738061	0.690329	0.731347	0.517922	0.689963	1.20209	1.05367	0.779484	1.05358	0.62085
ENSG00000255144	0	0	0	0	0	0	0	0	0.20887	0
ENSG00000286886	0	0	0	0	0	0	0	0	0	0
ENSG00000278881	0	0	0	0	0	0	0	0.054839	0	0
ENSG00000236603	2.07353	1.2939	1.52755	1.4786	1.82926	1.51316	2.07047	2.43409	1.99598	0.874692
ENSG00000183091	0.177346	1.23516	0.33946	0.51544	0.132827	0.661555	0.66392	0.410681	0.448634	1.06733
ENSG00000145386	25.2178	27.1862	16.9689	13.1425	17.1117	16.205	23.3937	18.8218	26.089	19.1997
ENSG00000102804	30.312	30.4089	43.7037	35.2995	41.7198	69.5954	46.4086	31.468	50.607	29.8674
ENSG00000198932	0	0	0	0	0	0.007703	0.00723	0	0	0
ENSG00000253165	0	0	0	0	0	0	0	0	0	0
ENSG00000114867	194.766	228.347	176.341	151.265	176.79	166.844	178.924	165.51	183.91	142.426
ENSG00000219790	0	0	0	0	0	0.16553	0	0.120633	0	0
ENSG00000244018	0.872723	0.303855	0.553936	0.248585	0.495552	0.236414	0.220878	0.171245	0.213917	0
ENSG00000168116	10.7323	12.8252	9.32962	16.1122	9.92269	13.9735	9.10585	11.3926	9.47893	11.4524
ENSG00000266579	3.00446	0.698052	0.317985	2.28802	0	0	2.02283	1.17846	0.245342	0.663405
ENSG00000260569	0	0	0.051677	0	0	0	0	0	0	0
ENSG00000242976	0	0	0	0	0	0	0	0	0	0
ENSG00000226317	0	0	0	0	0	0	0	0	0	0
ENSG00000255222	0.170924	0.181212	0.24619	0.221719	0.150805	0.491302	0.263253	0.363881	0.063182	0.436738
ENSG00000264956	0	0	0	0	0	0	0	0	0	0
ENSG00000249526	0	0	0	0	0	0	0	0.172153	0.105963	0
ENSG00000112210	7.20287	7.37692	4.18504	7.0804	3.63549	6.43394	5.29075	7.4537	5.84916	6.28608
ENSG00000250587	0	0	0	0	0	0	0	0	0	0
ENSG00000237899	0	0	0	0	0	0	0	0	0	0
ENSG00000251443	0	0	0	0	0	0	0	0	0	0
ENSG00000283880	0	0	0	0	0	0	0	0	0	0
ENSG00000073905	0	0.087306	0.078982	0.21765	0.073089	0.067554	0	0.101891	0	0.084567
ENSG00000287598	0	0	0	0	0	0	0	0.036243	0	0
ENSG00000272791	0.4296	0.608842	0.206604	0.062061	0.253908	0.117797	0.276194	0.131229	0.052987	0.146842
ENSG00000148468	0.013099	0	0	0	0	0	0.010185	0	0.009734	0
ENSG00000266124	0	0	0	0	0	0	0	0	0	0
ENSG00000287679	0.102853	0.139205	0.161794	0.236468	0.162839	0.170726	0.07001	0.232399	0.15292	0.013361
ENSG00000103061	8.43295	10.6528	8.90823	10.896	8.0236	10.835	8.19496	9.69697	8.0129	7.01421
ENSG00000263432	0	0	0	0	0	0	0	0	0	0
ENSG00000229906	0	0	0	0	0	0	0	0	0	0
ENSG00000264500	0	0	0	0	0	0	0	0	0	0
ENSG00000266710	0	0	0	0	0	0	0	0	0	0.452603
ENSG00000204001	0	0	0	0	0	0.017825	0	0	0	0
ENSG00000217067	0	0	0	0	0	0	0	0	0	0
ENSG00000286970	0.028846	0.012433	0	0.02025	0	0.011948	0.026982	0.017953	0.025785	0
ENSG00000249209	0	0	0	0.076078	0	0	0	0.125812	0.144202	0.087711
ENSG00000183566	0	0	0	0	0	0	0	0	0	0
ENSG00000235352	0	0	0	0	0	0	0	0	0	0
ENSG00000105329	23.541	26.1369	37.6958	22.7192	25.9019	20.0371	35.2012	25.0111	32.0768	20.3804
ENSG00000118482	36.1343	43.3346	28.3936	37.8406	28.0703	34.1219	30.6704	40.2314	32.8647	37.0776
ENSG00000196793	0.030692	0	0	0	0	0	0	0	0	0
ENSG00000236345	0	0	0	0	0	0	0	0.02577	0	0
ENSG00000272558	0	0	0	0	0.541774	0	0.724055	0	0	0
ENSG00000203616	0	0	0	0	0	0	0	0	0	0
ENSG00000251729	0	0	0	0	0	0	0	0	0	0
ENSG00000204519	3.59426	5.30044	2.06916	2.6518	3.08417	3.10419	2.6753	2.14289	1.71847	2.25834
ENSG00000230910	4.71736	4.68061	1.76854	2.5391	1.21492	1.97349	1.03008	1.75481	1.23404	1.96676
ENSG00000213448	0	0	0	0	0	0	0	0	0	0
ENSG00000142459	2.10559	2.75297	5.58898	2.53154	3.48298	5.28666	3.82223	3.03773	4.03146	1.99716
ENSG00000135298	8.24008	10.3092	5.25766	6.53987	5.13514	3.18813	3.77576	5.5403	4.34071	4.8357
ENSG00000176281	0	0	0	0	0	0	0	0	0	0
ENSG00000225975	1.66219	1.55469	0.451706	2.02327	0.828064	4.69885	1.34311	1.74083	1.23361	1.37362
ENSG00000112309	0.052074	0.257809	0.063281	0.063885	0.113421	0.155368	0.072908	0.019486	0.086931	0.093461
ENSG00000182093	19.3952	16.7627	14.0935	19.9881	18.5727	17.6327	13.936	17.8054	15.5282	18.9054
ENSG00000034713	28.79	32.3918	36.5373	53.9506	49.5802	46.157	41.166	51.3193	44.4993	39.3339
ENSG00000207180	0	0	0	0	0	0	0	0	0	0
ENSG00000214651	0	0	0	0	0	0	0	0	0	0
ENSG00000176922	0	0	0	0	0.030335	0	0	0	0	0
ENSG00000232295	0.731519	0.382365	3.42213	3.46061	1.91809	3.77688	1.30771	1.94096	1.64212	1.26738
ENSG00000276127	0	0	0	0	0	0	0	0	0	0
ENSG00000201812	0	0	0	0	0	0	0	2.26332	0	0
ENSG00000178235	0	0	0	0	0	0	0	0	0	0
ENSG00000218014	0	0	0	0	0	0	0	0	0	0
ENSG00000251003	3.78373	5.29216	15.204	23.0646	14.9354	16.6855	12.3523	18.872	12.7712	13.8949
ENSG00000218732	0	0	0	0	0	0	0	0	0	0
ENSG00000272734	0	0	0	0	0	0	0	0	0	0
ENSG00000260123	0	0	0.074476	0.033606	0.034589	0.031846	0.029879	0	0.098279	0
ENSG00000266180	0	0	0	0	0	0	0	0	0	0
ENSG00000179580	0.090039	0	0	0.077805	0.079316	0	0	0	0.066545	0
ENSG00000235834	0	0	0	0	0	0	0	0	0	0
ENSG00000037241	24.8782	25.9048	28.6103	44.4482	25.267	31.9356	34.8067	38.3477	37.2028	51.7984
ENSG00000224336	0	0	0	0	0	0	0	0	0	0
ENSG00000230922	0.036529	0.078171	0.035287	0	0	0	0	0.022571	0	0
ENSG00000251033	0	0	0	0	0	0	0	0	0	0
ENSG00000260628	0	0	0	0	0	0	0	0	0	0
ENSG00000204429	0	0	0	0	0	0	0	0	0	0
ENSG00000237708	0.092269	0.097703	0.088528	0	0	0.151433	0.070993	0	0	0.094154
ENSG00000261612	0	0	0	0	0	0	0	0	0	0
ENSG00000286639	0	0	0	0	0	0	0	0.055717	0	0
ENSG00000223190	0	0	0	0	0	0	0	0	0	0
ENSG00000234882	0	0	0	0	0	0.077525	0	0	0.034828	0
ENSG00000243855	0	0	0	0	0	0	0	0	0	0
ENSG00000203909	0	0	0	0	0	0	0	0	0	0
ENSG00000242327	0	0	0.196704	0	0	0	0	0.122374	0	0.206791
ENSG00000250300	0	0	0	0	0	0	0	0	0	0
ENSG00000267762	0	0	0	0	0	0	0	0	0	0
ENSG00000234477	0	0	0.164661	0.074146	0.075643	0	0	0	0.063389	0.087629
ENSG00000275900	0	0	0	0	0	0	0	0	0	0
ENSG00000156508	4562	4410.01	3174.74	4379.83	2692.01	3626.35	3247.14	4931.77	3522.78	4592.76
ENSG00000231652	0.235938	0.189589	0.516368	0.489114	0.583942	0.755947	0.366098	0.438353	0.415925	0.458245
ENSG00000279790	0	0	0	0	0	0	0	0	0	0
ENSG00000162735	25.6785	28.0108	35.7089	37.0326	29.4229	53.3414	30.5246	37.6753	32.4042	41.7521
ENSG00000239590	0	0	0	0	0	0	0	0	0	0
ENSG00000234772	0.761984	0.490902	0.923003	1.52449	0.580948	0.381612	0	0.437228	0.615901	0.616576
ENSG00000235382	0	0	0	0	0	0	0	0.028253	0	0
ENSG00000221332	0	0	0	0	0	0	0	0	0	0
ENSG00000254566	0	0	0	0	0	0	0	0	0	0
ENSG00000233822	165.097	139.702	67.6364	51.9086	68.4901	59.7273	77.1023	65.6233	90.7131	61.516
ENSG00000261725	0	0	0	0	0	0	0	0	0	0
ENSG00000238156	0	0	0	0	0	0	0	0	0	0
ENSG00000006071	0	0	0	0	0.111839	0	0	0	0	0
ENSG00000100865	17.3089	19.1198	15.9964	30.9333	17.7223	22.6509	18.5263	25.8104	17.2425	22.3252
ENSG00000217680	0	0	0	0	0	0	0	0	0	0
ENSG00000135077	0	0	0.024815	0	0.023121	0.063667	0.059743	0.073328	0.057143	0.079798
ENSG00000174326	0	0	0	0	0.029782	0	0	0	0	0
ENSG00000266201	0	0	0	0	0	0	0	0	0	0
ENSG00000252156	0	0	0	0	0	0	0	0	0	0
ENSG00000237153	0.249858	0.275054	0.247121	1.4614	0.175008	0.688789	0.840207	1.41898	0.90142	1.12201
ENSG00000226457	0.278721	0.291296	0	0	0	0	0.211798	0	0	0
ENSG00000112706	0	0	0	0	0	0	0	0	0	0
ENSG00000251345	0	0	0	0	0	0	0	0	0	0
ENSG00000179776	0.030194	0.102742	0.014119	0	0.054334	0.012075	0	0.056626	0	0.036777
ENSG00000229717	0	0.031922	0.028807	0.026007	0.026813	0.049271	0.161812	0.055353	0.121642	0.185173
ENSG00000272236	0	0	0	0	0	0	0.99549	0.791225	0	0.661138
ENSG00000273064	1.68787	1.07727	0.519773	0.644158	0.299712	1.05576	0.781741	0.949936	1.14949	0.831591
ENSG00000164400	0	0	0	0	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	0	0	0	0	0
ENSG00000106013	0	0	0	0	0	0	0	0	0.162194	0
ENSG00000233588	0	0	0	0	0.073981	0.033486	0	0	0	0
ENSG00000206914	0	0	0	0	0	0	0	0	0	0
ENSG00000251636	0	0	0	0	0	0	0	0	0	0
ENSG00000038295	0	0	0	0	0	0	0.083541	0	0	0
ENSG00000104290	7.6859	6.3675	9.31352	19.5289	12.9525	16.798	11.8055	17.1979	12.4229	15.602
ENSG00000252182	0	0	0	0	0	0	0	0	0	0
ENSG00000226204	0	0	0	0	0	0	0	0	0	0
ENSG00000168772	0.077677	0.041769	0	0.01558	0	0	0	0.030261	0	0.323068
ENSG00000283312	0.714613	1.36799	0.108982	0.557348	0.371263	0.40388	0.349783	0.604019	0.530119	1.08874
ENSG00000219273	0	0.140922	0.031799	0.114817	0.029577	0.16317	0.102065	0.203549	0	0.068111
ENSG00000276064	0	0	0	0	0	0	0	0	0	0
ENSG00000227150	0	0	0	0	0	0	0	0	0	0
ENSG00000172465	6.57393	5.07137	10.0553	19.1273	10.9945	17.6706	10.6818	15.737	11.9375	15.757
ENSG00000235831	0.199813	0.157166	0.047777	0.221016	0.09459	0.157237	0.150539	0.159273	0.114489	0.053778
ENSG00000204584	1.21055	1.71031	0.957828	1.87378	1.21416	1.34249	1.55862	1.28535	0.837395	1.05497
ENSG00000261094	0.996449	0.923417	0.53735	2.39724	0.733125	1.40278	0.794309	1.57597	0.53231	1.67226
ENSG00000234142	0	0	0	0	0	0	0	0	0	0
ENSG00000251951	0	0	0	0	0	0	0	0	0	0
ENSG00000213891	0	0	0.050388	0.045446	0	0	0.08085	0	0	0
ENSG00000232628	0	0	0	0	0	0	0	0	0	0
ENSG00000196839	10.8478	12.8807	14.1614	11.4607	15.5772	8.41222	10.8872	10.1853	10.3508	9.04917
ENSG00000287639	0	0	0	0	0	0	0	0	0	0
ENSG00000235036	0	0.050423	0.045913	0	0.043294	0.079261	0.037072	0.12021	0.073841	0.048592
ENSG00000287811	1.88664	2.24535	2.35909	2.24061	1.65141	1.96388	2.19166	1.571	2.28932	0.97399
ENSG00000279659	1.22395	1.23269	1.11285	0.721921	0.581809	0.80302	0.586	0.912128	0.854648	0.52123
ENSG00000249116	0	0	0	0	0	0	0	0	0	0
ENSG00000219547	0	0	0	0	0	0	0	0	0	0
ENSG00000222248	0	0	0	0	0	0	0	0	0	0
ENSG00000212336	0	0	0	0	0	0	0	0	0	0
ENSG00000069764	0	0.069938	0.12809	0	0	0	0	0	0	0
ENSG00000256973	1.07984	1.66151	1.1295	1.60966	0.431221	1.77107	2.11343	1.48698	0.942614	1.90076
ENSG00000261588	0	0	0	0	0	0	0	1.03747	0	0
ENSG00000227413	0	0	0	0	0	0	0	0	0	0
ENSG00000268041	0	0	0	0	0	0	0	0	0	0
ENSG00000048342	8.29682	13.0857	11.7956	16.3671	9.11301	16.3855	13.2111	11.9211	14.3247	12.8926
ENSG00000240294	0	0	0	0	0	0	0	0	0	0
ENSG00000005700	15.643	16.3362	15.6065	20.3063	15.5145	21.4016	15.1081	19.1846	16.7125	16.4709
ENSG00000237181	1.69109	3.9978	2.95638	5.57906	2.79542	3.09941	2.60011	6.20563	4.84894	7.09408
ENSG00000220537	0	0	0	0	0	0	0	0	0	0
ENSG00000274818	1.02529	0	0	0	0.175981	0.166737	0.469242	0.485988	0.150935	0.205301
ENSG00000163964	23.2046	20.666	18.6404	26.6553	23.4834	26.3735	24.1575	25.3261	26.2945	21.3257
ENSG00000248188	0.270985	0	0	0	0	0	0	0	0	0
ENSG00000263843	1.25701	1.18	0.304091	0.58848	0.222785	0.315788	1.36187	0.445864	0.866815	0.465821
ENSG00000142444	8.36085	8.35368	6.51803	6.95841	5.79178	7.78288	8.6791	8.39772	8.22582	7.17952
ENSG00000083097	5.07877	5.78324	4.55955	6.81318	4.89085	11.4824	5.07984	6.27586	4.4891	5.66764
ENSG00000274810	0.13202	0	0.499767	0.655574	0.397803	0.5032	0.465267	0.761989	0.425475	1.43691
ENSG00000146250	0	0	0	0	0	0.019263	0	0	0	0
ENSG00000228113	0.651441	1.75314	0.732617	2.44565	1.89013	1.68187	1.4229	2.80177	1.82413	1.72048
ENSG00000216523	0	0	0	0	0	0	0	0	0	0
ENSG00000220291	0	0	0	0	0	0	0	0	0	0
ENSG00000216902	0	0	0	0	0	0	0	0	0	0
ENSG00000242741	0	0	0.087004	0.046989	0	0.074414	0	0	0.080104	0
ENSG00000217060	0	0	0	0	0	0	0.02926	0	0	0
ENSG00000286078	0.28175	0	0	0	0	0.057951	0.163051	0.043049	0.052131	0.361245
ENSG00000203875	448.655	364.248	160.897	257.529	167.075	154.575	203.718	347.905	235.862	358.551
ENSG00000232876	0	0.094735	0	0	0.236364	0.146807	0	0	0	0
ENSG00000168077	0.116353	0.140643	0	0	0	0	0	0.036205	0.021614	0.01512
ENSG00000217334	0.239951	0	0.114783	0	0	0	0	0	0	0
ENSG00000222686	0	0	2.75156	0	0	0	0	0	0	0
ENSG00000250289	0	0	0	0	0	0	0	0	0	0
ENSG00000253558	0.329775	0.353599	0.372632	0.265891	0.251508	0.168925	0.511985	0.133804	0.357857	0.315637
ENSG00000277941	0	0	0	0	0	0	0	0	0	0
