Name	Control_Rep1	Control_Rep2	sgRNA6_D3_Rep1	sgRNA6_D3_Rep2	sgRNA7_D3_Rep1	sgRNA7_D3_Rep2	sgRNA6_D5_Rep1	sgRNA6_D5_Rep2	sgRNA7_D5_Rep1	sgRNA7_D5_Rep2
ENSG00000250706	0	0	0	0	0	0	0	0	0	0
ENSG00000114738	427.692	426.999	365	428.057	323	399	468.01	654	548	345.992
ENSG00000285554	1	1	1	3	0	1	3	1	0	0
ENSG00000251668	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	0	0	0	1	0	0	0	0	0	0
ENSG00000198754	0	0	0	0	0	0	0	0	1	0
ENSG00000201470	0	0	0	0	0	0	0	0	0	0
ENSG00000254770	0	0	0	0	0	0	0	0	0	0
ENSG00000264862	0	0	0	0	0	0	0	0	1	0
ENSG00000283688	0	0	0	0	0	0	0	0	0	0
ENSG00000230562	0	0	0	0	0	0	0	0	0	0
ENSG00000166035	0	0	0	0	0	0	0	0	0	0
ENSG00000227896	24	16	18	37	7	42	16	34	12	25
ENSG00000251548	0	0	0	3.317	0	0	0	0	0	0
ENSG00000122203	1010.16	927.131	1212.56	1229.76	1122.25	1398	1522	2038.07	1639.87	1072.13
ENSG00000196071	0	0	0	0	0	0	0	0	0	0
ENSG00000176956	1	0	0	0	0	1	0	0	0	0
ENSG00000212545	0	0	0	0	0	0	0	0	0	0
ENSG00000205871	0	2.011	2.013	0	3.028	0	2.015	0	1.004	1.006
ENSG00000169504	2416.43	2274.58	4550.28	4756.16	5115.41	7371.66	6434.91	7112.5	7577.49	4036.53
ENSG00000224719	0	0	0	0	0	0	0	0	0	0
ENSG00000164778	2884.12	2383.06	2410.6	1868.27	1794.74	2056.21	3599.93	2968.56	3355.03	1563
ENSG00000112116	0	0	0	0	0	0	0	0	0	0
ENSG00000116649	1828.98	1945	2003.73	1741.75	1975.01	1310	2269.91	2182.46	2088.87	1310.3
ENSG00000158553	0	1	0	0	0	0	3	0	0	0
ENSG00000106538	0	0	0	0	0	0	1	0	0	0
ENSG00000278263	0	0	0	0	0	0	0	0	0	0
ENSG00000235267	0	0	0	0	0	0	1	0	0	0
ENSG00000167220	278.513	289.983	263.541	611.022	366.826	460	466.001	843.465	482.876	480
ENSG00000081138	202	220.009	87	96	88.999	68.002	61.999	134.999	82	85
ENSG00000136698	0	0	0	0	0	0	0	0	0	0
ENSG00000287063	0	0	2	0	0	0	0	0	0	0
ENSG00000288084	1	0	0	0	0	0	1	0	0	0
ENSG00000254946	0	0	0	0	0	0	0	0	0	0
ENSG00000243179	4	8.838	8	10	14	7	9	15	4	8
ENSG00000213525	0	0	0	0	0	0	0	0	0	0
ENSG00000271597	3	0	1	1	0	0	0	0	2	1
ENSG00000130725	1285.69	1299.64	1707.2	1624.78	1608	1917.93	1948.68	2255.72	1976.83	1313.2
ENSG00000115353	1	1	0	2	0	0	1	1	1	0
ENSG00000248455	0	0	0	0	0	0	0	0	0	1
ENSG00000248722	0	0	0	0	0	0	0	0	0	0
ENSG00000114446	185	184.653	284.676	359.647	255.695	638.445	291.004	461.957	335.68	250
ENSG00000227635	0	0	0	0	0	0	0	0	0	0
ENSG00000112576	491.415	435	697	634.268	601	676.217	905	1010	871.003	554.084
ENSG00000028137	0	0	0	1	1	7	0	0	6	0
ENSG00000173261	12	17	6	27.053	11	24	20	51	14	31
ENSG00000241656	0	0	0	0	0	0	0	0	0	0
ENSG00000236763	0	5	0	3	0	2	1	0	1	0
ENSG00000211944	0	0	0	0	0	0	0	0	0	0
ENSG00000196912	939.772	1154.62	801.695	1207.26	790.999	1007.91	1014.81	1487.92	848.828	838.858
ENSG00000286220	70.638	62.544	17.274	121.314	26.39	62.57	18.114	210.124	26.82	94.781
ENSG00000142583	0	0	0	0	0	0	1	0	0	1
ENSG00000267112	0	0	0	0	0	0	0	0	0	0
ENSG00000047230	509.019	433.833	391	453.092	401.299	428.527	487.077	709.997	567.995	374
ENSG00000231622	2	6	2	0	4	1	0	0	0	0
ENSG00000198711	2	7	0	3	1	4	5	3	0	1
ENSG00000233248	0	0	0	0	0	0	0	0	0	0
ENSG00000279722	0	8	6	7	13	5	4	11	9	5
ENSG00000253000	0	0	0	0	0	0	0	0	0	0
ENSG00000213530	0	0	0	0	0	0	0	0	0	0
ENSG00000126545	0	0	1	0	0	0	0	2	0	0
ENSG00000248740	1	1	0	0	0	0	0	0	1	0
ENSG00000229286	0	0	0	0	0	0	0	0	0	0
ENSG00000218793	0	0	0	0	0	0	0	0	0	0
ENSG00000138100	4	0	0	1	1	5	6	1	1	0
ENSG00000242699	0	0	0	0	0	0	1	1	0	0
ENSG00000240135	0	0	0	0	0	1	0	0	0	0
ENSG00000279016	0	0	0	0	0	0	1	0	0	0
ENSG00000251106	0	0	0	0	0	0	0	0	0	0
ENSG00000162413	772.203	766	1649.17	1368.11	1593.09	2960.44	1619.74	1662	1690.3	990.19
ENSG00000116685	1259.18	1102.2	1188.08	976.033	1019.8	963.953	1195.33	1212.96	1279.31	757.19
ENSG00000145147	10	16	24	24	9	24	26	43	32	17
ENSG00000265507	0	0	0	0	0	0	0	0	0	0
ENSG00000231814	0	0	0	0	0	1	0	0	0	0
ENSG00000234379	0	0	0	0	0	0	0	0	0	0
ENSG00000181741	0	0	1.077	0	1.049	0	0	1.015	0	0
ENSG00000219190	0	0	0	0	0	0	0	0	0	0
ENSG00000251201	61.939	37.509	173.011	255.911	179.168	336.364	209.286	331.919	278.717	169.779
ENSG00000201567	0	0	0	0	0	0	0	0	0	0
ENSG00000285103	17	20	2	6	1	1	1	12	2	6
ENSG00000099817	1508.6	1308.45	1522.01	1490.53	1207	1617.04	1757.61	2261.28	1775	1132.01
ENSG00000200446	0	0	0	0	0	0	0	0	0	0
ENSG00000280449	0	0	0	0	0	0	0	0	0	0
ENSG00000286112	67.776	78.976	25.268	25.151	3.899	18.337	11.004	17.104	9.202	3.176
ENSG00000177225	741.208	866.063	746	731.331	656.999	698.001	904.075	1033.27	875.456	649.029
ENSG00000116661	147	102	106.001	118.266	80	100	102	112	115.083	83
ENSG00000265971	0	0	0	0	0	0	0	0	0	0
ENSG00000249685	2	2	1	1	4	2.548	4	3	2	0
ENSG00000240116	0	0	0	0	0	0	0	0	0	0
ENSG00000259237	0	0	0	0	0	0	0	0	0	0
ENSG00000122218	4878.52	4600.58	7084.91	7459.42	7958.61	9925.52	8336.22	10095.2	9488.91	5444.01
ENSG00000283740	0	0	0	0	0	0	0	0	0	0
ENSG00000267544	1.013	1.022	1.03	3.079	1.028	5.047	1.032	2.049	0	2.063
ENSG00000176194	0	0	0	0	0	0	0	0	0	0
ENSG00000230896	9	12	8	17	24	21	17	18	32	20
ENSG00000223928	0	0	0	0	0	0	0	0	0	0
ENSG00000230125	0	0	0	0	0	0	0	1	0	0
ENSG00000284357	0	0	0	0	0	0	0	0	0	0
ENSG00000232149	2.001	1	2	3	2.003	2	4	9	2	0
ENSG00000234781	0	0	0	0	0	0	0	0	0	0
ENSG00000255169	0	0	0	0	0	0	0	0	0	0
ENSG00000223438	0	0	0	0	0	0	0	0	0	0
ENSG00000117408	848.35	861.514	1091.51	1033.19	1082	1290.55	1035.73	1376.21	1153.13	753.909
ENSG00000224773	1	0	0	0	0	1	1	1	1	0
ENSG00000268201	0	1	0	0	1	0	1	0	0	0
ENSG00000260868	0	0	0	0	0	0	0	0	0	0
ENSG00000273406	0	0	5	2.586	0	2.32	0	6	3	1.595
ENSG00000249976	0	0	0	0	0	0	0	0	0	0
ENSG00000230290	0	0	0	0	0	0	0	0	0	0
ENSG00000215049	1	0	1	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0	0
ENSG00000204152	216.569	294.192	327.417	367.29	258.021	490.333	375.898	473.101	393.5	276.305
ENSG00000278103	0	0	0	0	0	0	0	0	0	0
ENSG00000231752	0	1	4	3	3	3	5	2	0	3
ENSG00000213225	5.003	5.004	11	1	14	10.003	11.005	4.005	9.028	4
ENSG00000162576	1	2	0	0	0	0	1	1	0	4
ENSG00000255400	0	0	0	0	0	0	0	0	0	0
ENSG00000180279	0	0	0	1	0	0	0	0	0	0
ENSG00000244083	0	0	0	0	0	0	0	0	0	0
ENSG00000250831	0	0	0	0	0	0	0	0	0	0
ENSG00000205495	0	0	0	0	0	0	0	0	0	0
ENSG00000266525	0	0	0	0	0	0	0	0	0	0
ENSG00000279773	0	0	0	0	0	0	0	0	0	0
ENSG00000227883	0	0	0	0	0	0	0	0	0	0
ENSG00000275465	0	0	0	0	0	0	0	0	0	0
ENSG00000230470	4	5	6	6	0	3	3	9	1	1
ENSG00000180902	291.001	392.034	182.152	226	133	109.001	211.002	279.001	145	178
ENSG00000070748	0	0	0	0	1	0	0	0	0	0
ENSG00000238002	0	0	0	0	0	0	0	0	0	0
ENSG00000256915	0	0	3	1	1	2	3	3	0	3
ENSG00000212229	0	0	0	0	0	0	0	0	0	0
ENSG00000227133	0	0	0	0	1	0	0	3	0	0
ENSG00000254320	0	0	0	0	0	0	0	0	0	0
ENSG00000095777	0	1	0	1	0	0	0	0	0	0
ENSG00000248008	139	122	235	211	224.999	267	232	337.356	260.999	147
ENSG00000251199	0	0	0	0	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0	0	0	0	0
ENSG00000159596	746.957	694.236	651.064	1009.2	755.466	711.205	843.06	1340	899	719.998
ENSG00000272606	6	4	8	22	0	13	5	16	10	7
ENSG00000264477	0	0	0	0	0	0	0	0	0	0
ENSG00000279020	19	33	4	9	2	2	3	2	3	3
ENSG00000252505	0	0	0	0	0	0	0	0	0	0
ENSG00000283926	0	0	0	0	0	0	0	0	0	0
ENSG00000233625	0	0	0	0	0	0	0	0	0	0
ENSG00000133216	5.001	3	8	7	6	11	7	24	15	12
ENSG00000057149	0	1	0	0	0	0	0	1	0	0
ENSG00000236440	0	0	0	0	0	0	0	0	0	0
ENSG00000179295	3083.1	2883.85	3250.26	4206.35	3092.81	4890.97	4490.23	6673.83	4934.7	3677.52
ENSG00000212345	0	0	0	0	0	0	0	0	0	0
ENSG00000207647	0	0	0	0	0	0	0	0	0	0
ENSG00000251284	0	0	0	3	0	2	0	7	1	1
ENSG00000152056	110.529	83.351	58.324	40.433	60.863	41.926	108.043	114.537	102.24	40.291
ENSG00000196126	0	0	0	0	0	0	0	0	0	0
ENSG00000154252	0	0	0	1	0	0	1	0	0	0
ENSG00000236539	1	5.001	0	1	1	2.001	5.001	1	3.001	1
ENSG00000233943	0	0	0	0	0	0	0	0	0	0
ENSG00000259091	0	0	0	0	0	0	0	0	0	0
ENSG00000010818	1407.01	1424.01	1502.86	1708.5	1463	1976.7	2315.9	2735.04	2430.01	1549.16
ENSG00000238295	0	0	0	0	0	0	0	0	0	0
ENSG00000215580	10	14	14	20	14	11	8	34	18	11
ENSG00000241104	1	3	1.954	5	0	16.487	0	7.035	8	2
ENSG00000252906	1	3	5	0	2	0	1	3	2	2
ENSG00000181031	8	10	17	17	2	16.999	19	17.999	14	17
ENSG00000241346	0	0	0	0	0	0	0	0	0	0
ENSG00000198881	0	0	0	0	0	0	0	0	0	0
ENSG00000197603	1456.95	1637.4	1258.14	2026.61	1446.99	2111.09	1680.9	2677.12	1758.38	1414.49
ENSG00000285888	0	0	0	0	0	0	0	0	0	0
ENSG00000237087	0	0	0	0	0	0	0	0	0	0
ENSG00000174332	5	0	1	1	0	1	0	3	6	0
ENSG00000130348	371	398.515	308.186	366	380	455.979	477.001	563.222	504	309.89
ENSG00000124827	0	0	0	0	0	0	0	0	0	0
ENSG00000261250	0	0	0	0	0	3	0	0	0	0
ENSG00000266522	1.004	6.015	3.006	4	2.001	4	6.006	0	6.006	3
ENSG00000284708	0	0	0	0	0	0	2	2	0	1
ENSG00000231219	0	0	0	0	0	0	0	0	0	0
ENSG00000222345	0	0	0	0	0	0	0	0	0	0
ENSG00000133574	0	0	0	0	0	0	0	0	0	0
ENSG00000279002	31	22	23	27	9	20	9	51	16	31
ENSG00000231396	0	0	0	0	0	0	0	0	0	0
ENSG00000177951	353.902	361.002	867.466	677.29	918.349	957.534	903.549	925.011	878.277	501
ENSG00000212415	0	0	0	0	0	0	0	0	0	0
ENSG00000226624	0	0	0	1	0	0	0	0	0	0
ENSG00000228470	1	4	2	1	4	0	5	2	1.009	1.012
ENSG00000222585	0	0	0	0	0	0	0	0	0	0
ENSG00000223373	0	0	0	0	0	0	0	0	0	0
ENSG00000279706	0	0	1	0	1	0	1	1	0	1
ENSG00000254087	241.068	311.075	582.29	571.058	628.908	1209.19	631.424	824.084	783.01	406
ENSG00000202461	0	0	0	0	0	0	0	0	0	0
ENSG00000160072	1092.07	1290.69	1059.53	1051.17	889.085	981.229	1151.61	1326.8	1206.35	821.64
ENSG00000106125	83.594	110.236	203.089	216.841	162.372	252.604	141.869	202.133	183.063	113.837
ENSG00000259503	0	0	0	0	0	0	0	0	0	0
ENSG00000223374	0	0	0	0	0	1	0	0	2	0
ENSG00000237514	0	0	0	0	0	0	0	0	0	1
ENSG00000286212	13	21	42	74	53	113	63	95	69.033	52
ENSG00000266745	0	0	0	0	0	0	0	0	0	0
ENSG00000250820	0	0.5	1	1	1	0	0.5	0	0.5	0
ENSG00000232392	0	0	0	0	0	0	0	0	0	0
ENSG00000187889	0	0	0	0	0	0	0	0	0	0
ENSG00000220540	0	0	0	0	0	0	0	0	0	0
ENSG00000250256	0	0	0	0	0	0	0	0	0	0
ENSG00000162804	3	4	0	3	0	3	4	2	2	0
ENSG00000182685	26.211	28.466	21.115	6.06	17.133	14	17	10.041	13.068	3
ENSG00000222808	0	0	0	2	0	0	0	0	0	0
ENSG00000287971	0	0	0	0	0	0	0	0	0	0
ENSG00000256777	0	0	0	0	1	0	0	0	0	0
ENSG00000224945	1	2	0	1	0	0	0	0	0	0
ENSG00000164120	2862.74	2624.4	4250.47	7447.35	5240.18	6197.44	4728.65	9625.84	4867.8	5534.97
ENSG00000226944	15	18	20	7	14	7	13	23	4	10
ENSG00000169862	433.198	483	175.002	204	139.001	70	298	342.425	268	159
ENSG00000270960	0	0	0	0	0	0	0	0	0	0
ENSG00000282111	0	0	0	0	0	0	0	0	1	0
ENSG00000279370	0	0	0	0	0	0	0	0	0	0
ENSG00000172638	27	61.001	43.999	27.999	45	30	66	49.999	36.999	21.001
ENSG00000134539	0	2	5	5	4	3	1	7	3	3
ENSG00000131126	0	2	0	0	0	0	1	0	0	0
ENSG00000287978	49	48	34	54	38	45	35	75	55	27
ENSG00000280042	9	5	15	8	6	23	28	7	12.026	10
ENSG00000247903	7	2	1	2	12	6	0	1	7	4
ENSG00000214114	174.255	197.382	344.47	502.405	420.4	568.138	457.816	736.516	466.095	394.698
ENSG00000228410	0	0	0	0	0	0	0	0	0	0
ENSG00000113719	1793.72	1838.85	2464.61	2384.62	2313.44	1823.18	3256.71	3297.56	3158.76	2018.01
ENSG00000160959	316.511	328.999	490.001	450.999	394	500.002	528	527.101	436	377.616
ENSG00000279595	0	0	1	0	0.5	0	0	0	0	0
ENSG00000283876	0	0	0	0	0	0	0	0	0	0
ENSG00000250643	1	0	0	0	1	0	1	0	0	0
ENSG00000197644	0	0	0	0	0	0	0	0	0	0
ENSG00000211592	0	0	0	0	0	0	0	0	0	0
ENSG00000234777	0	0	0	0	0	0	0	0	0	0
ENSG00000238213	0	0	0	0	0	0	0	0	0	0
ENSG00000250385	0	0	0	0	0	1	2	0	0	0
ENSG00000213543	0	0	2	0	0	0	0	0	0	0
ENSG00000236098	0	0	1	0	2	0	0	0	2	0
ENSG00000233585	4.046	2	3	0	0	0	2.026	1.001	0	4.018
ENSG00000226990	0	0	0	0	0	0	0	0	0	0
ENSG00000251670	0	0	0	0	0	0	0	0	0	0
ENSG00000240975	0	0	0	1	0	0	0	1	2	0
ENSG00000129873	0	0	0	0	0	0	0	0	0	0
ENSG00000259039	2	1	4	7	4	7	11	5	3	1
ENSG00000253973	0	0	0	1	3	0	0	0	0	0
ENSG00000226097	0	0	0	0	0	0	0	0	0	0
ENSG00000158473	0	0	0	0	0	0	0	1	0	0
ENSG00000270761	1	2	1	0	1	1	0	5	1	0
ENSG00000106236	1	0	1	0	0	0	0	0	1	0
ENSG00000255725	1.046	0	1.104	0	0	2.264	2.232	1.056	0	0
ENSG00000256630	0	0	0	0	0	0	0	0	0	0
ENSG00000189159	519.95	460	508.947	455.489	504.999	545.287	722.265	773	853.984	415.297
ENSG00000286143	0	0	0	0	0	0	0	0	0	0
ENSG00000197744	1.002	1	1.007	1.001	0	0	0	1.001	0	0
ENSG00000264874	0	0	0	0	0	0	0	0	0	0
ENSG00000234515	0	0	0	0	0	0	0	0	0	0
ENSG00000165304	1146.38	1084.75	910.906	991.401	874.001	967	1355	1718	1428.88	1067.06
ENSG00000284703	1	0	2	0	0	1	0	0	0	0
ENSG00000135835	12	6	8	12	8	3	6	9	7	3.007
ENSG00000233571	0	0	0	0	0	0	0	0	0	0
ENSG00000266611	0	0	0	0	0	0	0	0	0	0
ENSG00000158163	272.001	320	303	275.166	195	325.61	294.01	385	352.075	204
ENSG00000200575	0	0	0	0	0	0	0	0	0	0
ENSG00000225982	0	0	0	0	0	0	0	0	0	0
ENSG00000288109	0	0	1	0	0	0	0	0	1	0
ENSG00000213051	0	0	0	1	0	0	1	0	0	0
ENSG00000226324	0	0	0	0	0	0	0	0	0	0
ENSG00000100105	1073.38	1138.06	1083.64	1084	1033	1000.27	1296.32	1444.82	1176	784
ENSG00000217653	0	0	0	0	0	0	0	0	2	0
ENSG00000283799	0	0	0	0	0	0	0	0	0	0
ENSG00000166965	509.932	534.461	298.183	368.999	333	302.144	477.913	535.527	460.023	275
ENSG00000233775	2	3	0	1	3	0	0	0	1	0
ENSG00000200295	0	0	0	0	0	0	0	0	0	0
ENSG00000238260	0	0	0	0	0	1	0	0	0	0
ENSG00000269489	0	0	0	0	0	0	0	0	0	0
ENSG00000251137	0	0	0	0	0	0	0	0	0	0
ENSG00000252970	0	0	0	0	0	0	0	0	0	0
ENSG00000238444	0	0	0	0	0	0	0	0	0	0
ENSG00000124587	603.358	602.17	801.67	767	701	1079.58	741	985.166	794	482
ENSG00000225189	0	0	0	0	0	0	0	0	1	0
ENSG00000286581	0	0	0	0	0	0	0	0	0	0
ENSG00000213780	393.721	354.908	250.265	243.133	191	229.652	286.094	333.479	327.798	211
ENSG00000196468	0	0	0	0	0	0	0	0	0	0
ENSG00000255510	0	0	0	0	0	0	0	0	0	0
ENSG00000104321	0	0	2	0	0	0	2	1	0	1
ENSG00000157766	1	5	1	1	0	0	1	0	0	0
ENSG00000251774	0	0	0	0	0	0	0	0	0	0
ENSG00000251591	0	0	0	0	0	0	0	0	0	0
ENSG00000241226	0	0	0	0	0	0	0	2	0	0
ENSG00000168148	1	0	0	0	0	0	0	0	0	0
ENSG00000257671	0	0	0	0	0	1	1	0	1	0
ENSG00000257097	0	2	0	1	1	1	2	2	3	0
ENSG00000235674	0	1.001	2.002	0	1	2.002	0	7.001	2	0
ENSG00000250341	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	2	0
ENSG00000282882	0	0	0	0	0	0	0	0	0	0
ENSG00000173905	388	429.335	679.515	854.102	577.787	1212.39	953.587	1270.27	1000.66	640
ENSG00000207434	0	0	0	0	0	0	0	0	0	0
ENSG00000095203	1	4	0	0	0	0	0	0	0	0
ENSG00000223824	0	0	0	0	0	0	0	0	0	0
ENSG00000116786	1427.89	1409.53	2579.17	2276.21	2103	2578.73	2728.55	3007.48	2928.89	1675.62
ENSG00000257672	0	0	0	0	0	0	0	0	0	0
ENSG00000232237	0	0	0	0	0	0	0	0	1	0
ENSG00000263705	0	0	0	0	0	0	0	0	0	0
ENSG00000143933	2914.96	2755.43	2873.65	5014.03	2761.62	5529.33	4995.78	8589.59	5632.14	4973.48
ENSG00000240750	6	3	8	7	8	10	11	14	6	2
ENSG00000287259	0	0	0	0	0	0	0	2	1	0
ENSG00000168288	1626.86	1519.11	1901.94	2745.64	2273.26	2883.13	2537.53	3903.16	3077.67	2290.1
ENSG00000198373	547.998	551.016	501.943	491.999	456.001	589.654	623.995	667	658.001	354
ENSG00000264115	0	0	0	0	0	0	0	0.5	0	0
ENSG00000237457	0	0	0	1	2	0	1	0	1	0
ENSG00000201489	0	0	0	0	0	0	0	0	0	0
ENSG00000188177	388.003	348.999	198	382.585	203	203	404	610	409	346.002
ENSG00000286438	0	0	0	0	0	0	1	0	0	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0
ENSG00000213201	0	0	0	0	0	0	0	0	0	0
ENSG00000272150	69.213	55.608	106.225	138.71	81.654	122.228	111.244	190.607	116.424	104.119
ENSG00000234247	1	0	0	0	0	0	0	0	0	0
ENSG00000014216	1061.44	945.875	735.999	750.038	555.012	774.347	1816.54	1631.54	1863.85	872.001
ENSG00000181938	230.005	227	203.015	272.001	207	239	337	446.38	343	257.597
ENSG00000278773	0	0	0	0	0	0	0	0	0	0
ENSG00000216378	0	0	0	0	0	0	0	0	0	0
ENSG00000255572	0	0	0	0	0	0	3	0	0	1
ENSG00000259730	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	0	1	0	0	0	0	0	0
ENSG00000213113	0	0	0	1.053	1.504	0	4.291	3.778	2.925	0
ENSG00000154328	216.021	217.886	257.999	283	265	342	311.001	353	359.136	190
ENSG00000260296	2	3	2	2	8	6	6	8	6	5
ENSG00000248432	0	0	2	25.494	5	14	2	17	5	10
ENSG00000250221	0	0	0	0	0	0	0	0	0	0
ENSG00000287912	0	0	0	0	1	0	0	0	0	0
ENSG00000121310	0	3	3	6	2	3	0	1	4	3
ENSG00000221946	2	2	0	0	0	0	0	0	1	0
ENSG00000230702	0	0	0	0	0	0	0	0	0	0
ENSG00000269947	1	1	3	5	0	1	6	2	1	4
ENSG00000217718	0	0	0	0	0	0	0	0	0	0
ENSG00000237352	0	0	1	2	0	1	2	0	0	1
ENSG00000275908	0	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	4	0	0	0	0	0
ENSG00000251453	0	0	1	0	0	0	0	0	0	0
ENSG00000253441	0	0	0	0	0	0	0	0	0	0
ENSG00000164466	1687.36	1771.66	1578.05	1961.06	1540	1851.19	1934.15	2913.04	2099.53	1683
ENSG00000148795	0	0	0	1	0	1	0	1	0	0
ENSG00000279097	0	0	0	0	0	0	1	1	0	0
ENSG00000169016	423.301	408	701.013	901.572	787	1021.68	826	1170.45	881	586.72
ENSG00000151655	0	0	0	0	0	0	0	0	0	0
ENSG00000263639	0	0	0	3	0	1	0	0	0	0
ENSG00000228444	0	4	2	11	2	2	2	8	8	3
ENSG00000153165	0	5.851	1.822	11.654	9.973	8.077	18.749	8.883	16.685	9.496
ENSG00000171517	76.009	50	139	171	137	135	234	256	205	149
ENSG00000286623	0	0	0	0	1	0	0	0	0	0
ENSG00000282998	0	0	0	0	0	0	0	0	1	0
ENSG00000100652	3	0	1	0	0	1	0	0	0	0
ENSG00000258984	0	0	1.426	31.741	0	12.751	0	12.041	14.058	3.145
ENSG00000282965	0	0	0	0	0	0	0	0	0	0
ENSG00000256944	0	0	0	0	0	0	0	0	1	0
ENSG00000279836	2	1	8	9	0	4	5	15	3	3
ENSG00000225475	0	0	0	0	0	0	0	0	0	0
ENSG00000236651	2	0	0	1	0	0	1	2	0	0
ENSG00000222017	1.019	0	0	1.146	1.121	0	0	2.068	1.002	0
ENSG00000111011	1098.25	1274	1172	1662.08	1069.01	1974.23	1713	2462	1817.42	1485.48
ENSG00000207255	0	0	0	0	0	0	0	0	0	0
ENSG00000237604	1	0	0	1	1	0	6	3	2	1
ENSG00000235893	0	0	0	0	0	0	0	1	0	0
ENSG00000143842	706.034	705.616	767.136	886.162	724.001	717	976.229	1133.45	1048.01	571
ENSG00000197283	873.012	1177.49	856.999	822.016	719	624.306	1018.34	1082.89	871.015	506.92
ENSG00000286870	0	0	0	0	0	0	1	0	0	0
ENSG00000100121	0	0	0	0	0	0	0	0	1.204	0
ENSG00000286707	3	2	4	6	3	5	1	2	1	2
ENSG00000284081	0	0	0	0	0	0	0	0	0	0
ENSG00000187051	294	256.999	413.746	509.071	332.001	438	458.024	601	484.055	361
ENSG00000174607	2	6.303	12.334	2.499	5.068	3.743	4.789	9.91	6.886	6.24
ENSG00000177770	0	0	0	0	0	0	0	0	0	0
ENSG00000277268	16	22	11	5	10	13	18	20	13	7
ENSG00000132688	45	65	64	24	47	36	82	34	101	20
ENSG00000274544	0	0	0	0	0	0	0	0	0	0
ENSG00000279483	0	0	0	0	0	0	0	0	0	0
ENSG00000207151	0	0	0	0	0	0	0	0	0	0
ENSG00000170310	111.999	143.189	141	151.001	120	134.001	168.998	250.052	154	109.999
ENSG00000224751	0	1	0	1	0	0	0	0	0	0
ENSG00000081248	2	0	0	0	0	0	0	0	0	0
ENSG00000204590	862.056	886.65	675	783.197	659	906.997	864.464	1074.83	829.64	638.001
ENSG00000229701	0	0	0	0	0	0	0	0	0	0
ENSG00000162512	14194.1	14907	2650.58	2514.19	2143.74	1317.63	5124.69	4743.41	5189.52	2633.72
ENSG00000228853	0	0	0	0	0	0	0	0	0	0
ENSG00000181234	0	0	0	0	0	0	0	0	0	0
ENSG00000068615	4	6	2	2	1	5	7	13	5	1
ENSG00000233718	0	0	1	0	0	0	0	0	0	0
ENSG00000186522	1039.12	1114.03	896.934	1433.12	903.999	1265.61	1318	2003.58	1500.62	1215.3
ENSG00000285677	0	0	0	0	0	0	0	1	0	0
ENSG00000248987	0	0	0	0	0	0	0	0	0	0
ENSG00000248222	0	0	0	0	1	0	0	0	0	0
ENSG00000226258	2	0	0	2	0	0	0	0	0	1
ENSG00000074695	1908.71	1852.91	2789.59	3139.78	3212.4	5321.23	3544.61	4785.16	4079.72	2609.78
ENSG00000207270	0	0	0	0	0	0	0	0	0	0
ENSG00000270302	0	1	0	1	0	0	3	0	0	0
ENSG00000214025	0	0	0	0	0	0	0	0	0	0
ENSG00000175718	0	0	0	0	0	0	1	0	0	0
ENSG00000132622	0	1	1	3	2	1	0	0	0	1
ENSG00000262628	0	0	0	0	0	0	0	0	0	0
ENSG00000183624	484	473.764	400.431	522.001	414.999	546.421	590.06	908.372	577.022	443
ENSG00000060642	67	94	63	103.003	74	92	91	113	68	61
ENSG00000090061	861.997	914.999	1193	1246	1148	1817.85	1370.92	1726.52	1593.71	894.194
ENSG00000070081	342.001	356.002	1140.84	793.88	1245	1599	1155.58	1045.51	1462.44	582.002
ENSG00000254077	0	0	0	0	0	0	0	0	0	0
ENSG00000177684	0	0	0	0	0	0	0	0	0	0
ENSG00000236961	0	0	0	0	0	0	0	0	0	0
ENSG00000162551	0	0	0	0	0	1	0	0	0	0
ENSG00000243284	0	0	1	0	0	0	1.572	0	0	0
ENSG00000200288	0	0	0	0	0	0	0	0	0	0
ENSG00000264250	0	0	0	0	0	0	0	0	0	0
ENSG00000257515	0	0	0	0	0	0	1	0	0	0
ENSG00000183024	0	0	0	0	0	0	0	0	0	0
ENSG00000276756	11.862	3.538	6.292	5.319	4.731	9.953	2.487	7.767	14.218	12.872
ENSG00000175203	1392.97	1464.63	2154.55	1807.04	2009	2229.83	2197.9	2494.69	2315.92	1470.69
ENSG00000219302	0	0	0	0	0	0	0	0	0	0
ENSG00000253944	10	2	6	5	7	11	9	9	11	0
ENSG00000109084	937.11	924	735.077	1102.24	763	781	1028	1894.46	1088.64	1049
ENSG00000116731	2311.74	2427.76	3254.09	4237.75	3517.76	5552.41	4415.62	6538.65	5084.9	3408.45
ENSG00000285407	0	0	0	0	1	0	0	1	0	0
ENSG00000236574	0	0	0	0	0	0	0	0	0	0
ENSG00000181007	14	20	0	0	0	1	0	0	0	0
